pmid,year,title,authors,journal,doi,publication_types,language,abstract,pubmed_url
42475281,2026,Predicting Renal Replacement Therapy Requirement In Sepsis-Associated Acute Kidney Injury Using Furosemide Stress Testing and Urinary Biomarkers.,Ning S; Chen J; Ma J; Su S; Li B; Yang X,Journal of visualized experiments : JoVE,10.3791/71494,Journal Article; Video-Audio Media,eng,"This study aimed to investigate the predictive value of a model combining the furosemide stress test (FST) with urinary tissue inhibitor of metalloproteinase-2 (TIMP-2) and insulin-like growth factor-binding protein 7 (IGFBP-7) for predicting renal replacement therapy (RRT) initiation within 7 days in patients with sepsis-associated acute kidney injury (SA-AKI). A total of 63 patients with SA-AKI admitted to the intensive care units (ICU) of Zhongwei People's Hospital and the Affiliated Hospital of Ningxia Medical University between January 2025 and November 2025 were enrolled in this study. According to whether RRT was initiated within 7 days, patients were divided into an RRT group (n = 20) and a non-RRT group (n = 43). Clinical characteristics, laboratory parameters, and urinary biomarkers were collected. Urinary TIMP-2 and IGFBP-7 levels were measured using enzyme-linked immunosorbent assay, and the predictive performance of FST combined with urinary [TIMP-2] * [IGFBP-7] was evaluated using multivariate logistic regression and receiver operating characteristic (ROC) curve analysis. The results showed that 20 patients (31.7%) required RRT during follow-up, while 43 patients (68.3%) did not. Compared with the non-RRT group, patients in the RRT group exhibited more severe renal dysfunction and higher incidence of adverse kidney events. ROC analysis demonstrated that the area under the curve (AUC) for FST, baseline TIMP-2*IGFBP-7, TIMP-2*IGFBP-7 measured 2 h after FST, and the combined model were 0.878, 0.820, 0.845, and 0.966, respectively. Multivariate logistic regression further confirmed that the combined FST and urinary TIMP-2*IGFBP-7 indicator was an independent predictor of RRT requirement. These findings suggest that the combined FST and urinary TIMP-2*IGFBP-7 model may be useful for early risk stratification of SA-AKI patients at high risk of requiring RRT.",https://pubmed.ncbi.nlm.nih.gov/42475281/
42460411,2026,BRASH Syndrome Unmasked: Digoxin Toxicity in the Setting of Cardiogenic Shock and Multiorgan Dysfunction.,Boehm S; Bruni J,Case reports in critical care,10.1155/crcc/8778210,Journal Article,eng,"Digoxin, a cardiac glycoside historically used for rate control in atrial arrhythmias and symptom relief in chronic heart failure, possesses a narrow therapeutic index and is highly susceptible to pharmacokinetic and pharmacodynamic disruption in critically ill patients. Its use in acute decompensated heart failure and cardiogenic shock is therefore controversial. We present the case of a 75-year-old woman with chronic heart failure with reduced ejection fraction who developed progressive bradycardia and cardiogenic shock after treatment with digoxin and amiodarone for 2:1 atrial flutter. Her hospital course was complicated by acute kidney injury, severe hyperkalemia, ischemic hepatitis, and persistent bradycardia following electrical cardioversion. Serum digoxin levels were supratherapeutic early in the intensive care unit course and subsequently normalized, though bradyarrhythmias persisted. The patient's presentation and clinical trajectory were consistent with BRASH (bradycardia, renal failure, AV-nodal blockade, shock, and hyperkalemia) syndrome , with amiodarone-digoxin interaction and systemic hypoperfusion likely amplifying myocardial digoxin sensitivity. She improved with supportive therapy, correction of metabolic derangements, withdrawal of AV-nodal-blocking agents, and cardioversion, without administration of digoxin-specific antibody fragments. This case highlights the importance of early recognition of BRASH physiology, cautious use of AV-nodal blockers in low-output states, and prioritization of underlying physiologic correction over reliance on serum drug levels alone in critically ill patients.",https://pubmed.ncbi.nlm.nih.gov/42460411/
42460071,2026,Remimazolam-based anesthesia in sepsis patients: a retrospective cohort study of hemodynamic stability and postoperative outcomes.,Seong H; Jin S; Song YJ; Park W; Lee HA; Cho JE,Frontiers in medicine,10.3389/fmed.2026.1838670,Journal Article,eng,"Patients with abdominal sepsis or septic shock undergoing urgent source-control surgery are highly susceptible to anesthetic-induced hypotension, often requiring vasopressors that may stabilize mean arterial pressure (MAP) but worsen microcirculatory perfusion. This retrospective single-center study evaluated whether remimazolam-based general anesthesia reduces perioperative vasopressor burden and improves hemodynamic stability and postoperative outcomes compared with propofol induction followed by volatile maintenance. In this study, 220 consecutive Sepsis-3-defined patients who underwent abdominal surgery between January 2021 and June 2025 were analyzed, using a prospectively maintained database. Patients were categorized as propofol/volatile anesthesia (Group C, n = 116) or remimazolam induction and maintenance (Group R, n = 104). The primary outcome was the Vasopressor-Inotrope Score (VIS) at postoperative intensive care unit (ICU) admission; secondary outcomes included intraoperative hemodynamics across six time points, change in Sequential Organ Failure Assessment at 24 h, ICU/hospital length of stay (LOS), mortality, and complications. In a matched cohort (87 per group), VIS at ICU admission was lower with remimazolam (P = 0.006), accompanied by shorter ICU LOS (P = 0.008) and hospital LOS (P = 0.012), lower in-hospital mortality (P = 0.007), and fewer hospital-acquired infections (P = 0.048), with no differences in mechanical ventilation duration, 30-day mortality, acute kidney injury, acute respiratory distress syndrome, delirium, major complications, or ICU readmission. Mixed-effects models showed more favorable intraoperative systolic blood pressure/MAP and heart-rate trajectories with remimazolam (significant group-by-time interactions). Remimazolam-based anesthesia was associated with greater hemodynamic stability and reduced postoperative vasopressor needs, translating to lower resource utilization and in-hospital mortality in septic surgical patients undergoing surgery, supporting prospective trials to test causality.",https://pubmed.ncbi.nlm.nih.gov/42460071/
42433693,2026,A 2004-2025 Bibliometric Study of Genetic Variation and Multiomics Biomarkers in Sepsis Based on 940 Publications.,Yang Q; Yang S; Li Y; Lv D; Zuo Y,Human mutation,10.1155/humu/7331886,Journal Article; Review,eng,"Sepsis is a highly heterogeneous syndrome, and conventional clinical indicators and single biomarkers often fail to capture its biological complexity or support precise risk stratification. To clarify the development of research in this area, this bibliometric study analyzed the literature on the clinical translation of genetic variation and multiomics biomarkers in sepsis. Publications were retrieved from PubMed, Web of Science Core Collection, and Scopus for the period from 2004 to 2025, and 940 eligible records were analyzed using Bibliometrix, VOSviewer, and CiteSpace. The results showed rapid expansion of the field, with annual output increasing from 1 publication in 2004 to 185 in 2025. China and the United States emerged as the leading contributors, while major institutions and journals reflected strong interdisciplinary collaboration across critical care, molecular biology, and translational medicine. The knowledge structure of the field has evolved from early emphasis on polymorphisms, susceptibility, and conventional inflammatory biomarkers toward metabolomics, transcriptomics, genomics, precision medicine, machine learning, and Mendelian randomization. At the same time, clinically relevant themes such as mortality, septic shock, acute kidney injury, and neonatal sepsis have remained central. These findings map a research trajectory from exploratory biomarker discovery toward translational frameworks for sepsis endotyping, prognostic evaluation, and risk stratification, but they should not be interpreted as evidence that the identified biomarkers or models are already clinically implemented. Future progress will depend on multicenter prospective validation, standardized analytic pipelines, broader population representation, and clinically deployable models that can translate molecular heterogeneity into real-world decision-making.",https://pubmed.ncbi.nlm.nih.gov/42433693/
42429980,2026,Fluid balance during PICU stay in children after cardiac surgery with cardiopulmonary bypass.,Luppes VAC; Pamir Z; Blom NA; Hazekamp MG; Roeleveld PP; Houben NAM; Eising JB; Willems A; Ten Harkel ADJ,European journal of pediatrics,10.1007/s00431-026-07231-8,Journal Article,eng,"Pediatric patients undergoing cardiac surgery are at risk for developing positive cumulative fluid balance (CFB). Our goal was to study postoperative CFB in this population, its explanatory variables, and its effect on clinical outcomes during pediatric intensive care unit (PICU) stay and follow-up. Retrospective single center study of 200 consecutive children undergoing congenital heart surgery with cardiopulmonary bypass (CPB). A clinically relevant CFB was defined as ≥ 5% at the end of postoperative day 1 (CFB POD1 ≥ 5%). A CFB POD1 ≥ 5% was observed in 36% of the patients. Lower weight and longer CPB time were identified as explanatory variables for developing CFB POD1 ≥ 5%. Patients with CFB POD1 ≥ 5% showed more acute kidney injury, higher vasoactive inotropic scores, and prolonged invasive ventilation and PICU length of stay (LOS). A 1% increase in CFB POD1 lengthened PICU LOS by 0.8 days (CI 0.588 - 1.001, p < 0.001). Furthermore, patients with CFB POD1 ≥ 5% had lower cardiac event free survival time (p < 0.001). This study confirms that even a minor positive CFB ≥ 5% is common in pediatric cardiac patients and associated with adverse PICU outcomes. Lower body weight and prolonged CPB duration increased the risk for positive CFB, warranting close fluid monitoring. Positive CFB was also associated with cardiac events during long-term follow-up and may help identify patients at increased risk for a complicated clinical trajectory, underscoring the importance of timely recognition and structured cardiac follow-up. • Positive cumulative fluid balance (CFB) is associated with adverse outcomes in critically ill pediatric patients, including those undergoing congenital heart surgery, though causality remains unclear. • Evidence on optimal fluid management and clinically relevant CFB thresholds remains limited. • This study confirms that a seemingly minor CFB of 5% is common and associated with adverse outcomes in a heterogenous pediatric cardiac cohort. • Positive CFB was additionally associated with adverse long-term outcomes, identifying positive CFB as a potential early marker of a complicated clinical course.",https://pubmed.ncbi.nlm.nih.gov/42429980/
42410341,2026,ICU-acquired acute kidney injury in critically ill adults: a retrospective cohort study of risk factors and KDIGO stage dynamics in a Brazilian ICU.,Teles RM; Menezes RC; Ferreira IBB; Moura LG; Filgueiras Filho NM; Andrade BB,Renal failure,10.1080/0886022X.2026.2696054,Journal Article,eng,"Acute kidney injury (AKI) is a frequent complication in critically ill patients, and early recognition of risk factors may support preventive care. We conducted a retrospective cohort study in a single-center Brazilian ICU from 2015 to 2022 to identify factors associated with ICU-acquired AKI and to describe KDIGO trajectories. Adults with ICU stay ≥48 hours were included; patients with chronic kidney disease, AKI on admission, or no serum creatinine measurement were excluded. Analyses included a multivariable Fine-Gray model with ICU death as a competing event, a Bayesian network for conditional dependencies, and descriptive KDIGO dynamics. Among 2935 patients, 794 (27.1%) developed AKI. The final model retained age (sHR 1.05 per 10 years; 95%CI 1.01-1.10), chronic liver disease (1.95; 95%CI 1.11-3.43), immunosuppression (1.93; 95%CI 1.29-2.87), hypertension (1.26; 95%CI 1.06-1.50), underweight BMI (1.33; 95%CI 1.05-1.69), mechanical ventilation on admission (1.50; 95%CI 1.19-1.90), admission arterial lactate (1.06 per 1 mmol/L; 95%CI 1.03-1.10), and leukocyte count (1.02 per 10,000 cells/µL; 95%CI 1.00-1.03). Among AKI cases, the proportion classified as KDIGO stage 3 increased after day 7, largely driven by renal replacement therapy among patients remaining in the ICU. These findings highlight that early admission markers of vulnerability and illness severity are associated with ICU-acquired AKI and support early risk recognition and kidney-protective care in the ICU course.",https://pubmed.ncbi.nlm.nih.gov/42410341/
42395680,2026,Slow continuous ultrafiltration and prolonged intermittent renal replacement therapy: Tailoring renal replacement therapy in intensive care unit.,Gembillo G; Floris M; Lo Cicero L; Spadaro G; Soraci L; Santoro D,World journal of nephrology,10.5527/wjn.v15.i2.118219,Journal Article; Review,eng,"Acute kidney injury complicates the clinical course of nearly half of all critically ill patients admitted to intensive care, conferring a three- to five-fold elevation in mortality risk. The management of these patients has evolved considerably beyond standardized protocols toward individualized therapeutic strategies. Within this paradigm shift, two modalities warrant particular attention: Slow continuous ultrafiltration (SCUF) and prolonged intermittent renal replacement therapy (PIRRT). SCUF operates through isolated fluid extraction at rates between 100 mL and 500 mL per hour, targeting patients whose preserved kidney function nonetheless fails to manage severe volume overload. The clinical experience with SCUF reveals a complex picture, while certain patient populations, particularly those receiving extracorporeal membrane oxygenation or battling refractory cardiac failure, have shown encouraging results with shortened intensive care stays, equally robust cohorts have experienced concerning progression rates to complete renal replacement therapy and mortality approaching or exceeding 50%. The distinction appears to hinge on meticulous patient selection, with systolic perfusion pressure emerging as a pivotal hemodynamic threshold. PIRRT extends conventional intermittent therapy from the traditional 3-4 hours window to sessions lasting 6-12 hours. Multiple investigations support that this approach achieves comparable mortality and renal recovery outcomes to continuous modalities while reducing costs, facilitating patient mobilization, and decreasing nursing requirements. Current guideline recommendations increasingly favor restrictive, patient-centered approaches over rigid algorithmic initiation. Accumulating evidence supports ultrafiltration rates of 1-1.5 mL/kg/hour, adjusted dynamically according to hemodynamic tolerance and disease trajectory. Yet despite these refinements in our understanding of optimal therapy delivery, fundamental questions persist: Which patients derive maximal benefit from alternative modalities? When should these therapies be initiated or withdrawn, and how can we predict individual treatment response? This review synthesizes current evidence to establish practical decision frameworks for implementing SCUF and PIRRT in critically ill populations, examining clinical indications, safety parameters, fluid removal strategies, and outcome determinants. Our objective is to advance renal replacement therapy from a standardized intervention toward precision nephrology for high-acuity patients.",https://pubmed.ncbi.nlm.nih.gov/42395680/
42394026,2026,A Visual Explorer for Retrospective Trajectories in Children Following Heart Surgery.,Neu L; Bode L; Schack M; Rathert H; Marschollek M; Jack T,Studies in health technology and informatics,10.3233/SHTI260864,Journal Article,eng,"Children after cardiac surgery with cardiopulmonary bypass are susceptible to a variety of complications and poor outcomes, e.g., acute kidney injury or infection. Postoperative monitoring in children is a complex process, characterized by frequent interventions, age-varying reference ranges, different data sources, among other factors. Visual analysis of retrospective data could offer significant clinical value by improving understanding of trajectories and potential factors for complications. Therefore, we aim to create an interactive visualization tool to assist in exploration of retrospective postoperative trajectories of children following heart surgery. We present the prototype TRACE (Trajectory(-based) Retrospective Analysis for Clinical Exploration) that was developed in close collaboration with clinicians. Feedback was collected using a questionnaire with qualitative and quantitative items, designed to assess usability, utility in clinical, research and teaching settings, and effectiveness of the proposed visualizations. The tool achieved a mean system usability scale score of 82.5. Future work will focus on releasing TRACE to researchers with access to the ELISE dataset, a comprehensive, open pediatric ICU dataset, facilitating data understanding and analysis of trajectories in critically ill children following cardiopulmonary bypass.",https://pubmed.ncbi.nlm.nih.gov/42394026/
42386353,2026,Development and validation of a dual-channel deep learning for continuous acute kidney injury prediction in critically ill patients.,Tang S; Niu C; Jiang H; Ling Y; Zheng Z; Liu J; Zhang R; Hong J; Xu B; Zhang G; Yang X,Renal failure,10.1080/0886022X.2026.2690700,Journal Article; Validation Study,eng,"This study aimed to develop and externally validate a real-time, continuous prediction model for 48-h acute kidney injury (AKI) risk in critically ill patients using a dual-channel deep learning model (DC-AKI). The model was developed using electronic health records from 28,099 patients at Beth Israel Deaconess Medical Center and externally validated on two independent cohorts: 3,108 patients from the eICU Database and 2,808 patients from Zhejiang Provincial People's Hospital. Thirty-one time-varying features were updated every 6 h. The DC-AKI model's dual-channel architecture integrated BiGRU networks, convolutional layers, and attention mechanisms to capture multiscale temporal dependencies. The model achieved areas under the receiver operating characteristic curve (AUC) of 0.720 (95% CI, 0.714-0.728) in internal validation, and 0.577 (95% CI, 0.570-0.583) and 0.798 (95% CI, 0.795-0.799) in the two external cohorts. Interpretability analysis via SHAP identified key clinical predictors and individual risk trajectories. In conclusion, DC-AKI demonstrated strong predictive performance in the development cohort and one external validation site, although performance varied substantially across institutions. Further validation and local calibration are warranted to support its clinical deployment.",https://pubmed.ncbi.nlm.nih.gov/42386353/
42384297,2026,Machine learning phenotypes and heterogeneous albumin effects in cirrhotic AKI: a causal inference study.,Yu Z; Qin F,Internal and emergency medicine,10.1007/s11739-026-04446-3,Journal Article,eng,"Current guidelines recommend albumin infusion as a first-line treatment for acute kidney injury (AKI) in patients with cirrhosis. However, recent large-scale randomized trials have questioned its universal benefit. We aimed to identify distinct pathophysiological subphenotypes of cirrhotic AKI using machine learning and to evaluate the heterogeneous treatment effects of albumin infusion across these groups. A retrospective cohort study was conducted using the MIMIC-IV (v3.1) database, including 3209 critically ill patients with cirrhosis and AKI. Unsupervised K-means clustering was applied to eight clinical variables (creatinine, bilirubin, INR, sodium, lactate, platelets, mean arterial pressure [MAP], and baseline albumin) to derive phenotypes. The causal effect of albumin infusion within 48 h of ICU admission on 28-day mortality was assessed using inverse probability of treatment weighting (IPTW)-adjusted Cox proportional hazards models. Three distinct phenotypes were identified: Phenotype A (severe hepatic failure type, N = 405), Phenotype B (hemodynamically stable type, N = 1390), and Phenotype C (typical decompensated type, N = 1414). In the overall population, after adjustment for an expanded set of confounders, albumin infusion was associated with a modest increase in mortality (adjusted HR, 1.211; 95%CI 1.046-1.401). However, significant treatment heterogeneity was observed. In Phenotype B, characterized by the highest MAP (75.8 mmHg) and lowest bilirubin (1.15 mg/dL), albumin infusion was associated with an approximately 1.7-fold increase in the risk of 28-day mortality (adjusted HR, 1.744; 95%CI 1.312-2.320; p < 0.001). Conversely, Phenotype A, representing patients with extreme hyperbilirubinemia, exhibited a potential but non-significant protective trend (HR, 0.895; 95%CI 0.643-1.245). Albumin infusion in cirrhotic AKI exhibits a divergent treatment response dictated by baseline pathophysiological phenotypes. For patients with relatively stable hemodynamics and low inflammatory burden (Phenotype B), aggressive albumin therapy may be harmful, potentially due to fluid overload and cardiorenal congestion. These findings advocate for a phenotype-driven, precision medicine approach rather than a ""one-size-fits-all"" strategy for volume expansion in cirrhosis.",https://pubmed.ncbi.nlm.nih.gov/42384297/
42384126,2026,Timing-dependent renal protection of dapagliflozin in endotoxemic diabetic mice by real-time GFR and biomarkers.,Xiao Y; Shen L; Song Y; Liu Y; Xin Y; Luo Y; Zhang Q; Zhang W; Wang X; Zhang X; Wang X; Huang P; Liu F; Meng X; Yu K; Wang C,Intensive care medicine experimental,10.1186/s40635-026-00940-2,Journal Article,eng,"Type 2 diabetes mellitus (T2DM) increases susceptibility to sepsis-associated acute kidney injury (SA-AKI). While guidelines support chronic sodium-glucose cotransporter 2 (SGLT2) inhibitor use in T2DM, their efficacy and optimal intervention timing in acute sepsis remain unclear. We hypothesized that this efficacy is timing-dependent. To test this, we utilized a T2DM mouse model subjected to graded lipopolysaccharide (LPS) challenges as a clinically relevant surrogate for sepsis. Notably, to precisely capture the longitudinal and dynamic trajectory of renal function, we incorporated continuous real-time transcutaneous glomerular filtration rate (tGFR) monitoring. We evaluated the SGLT2 inhibitor dapagliflozin (DAPA) across three regimens representing distinct clinical scenarios: preventive (pre-LPS only, modeling prior chronic use), therapeutic (initiated post-LPS, modeling de novo intensive care initiation), and whole-course (continuous administration, modeling treatment continuation). Following LPS challenge, T2DM exacerbated renal dysfunction across all doses and impaired endogenous functional recovery. High-resolution real-time tGFR tracking and subsequent biomarker analyses revealed that the renoprotective effect of DAPA was dependent on the timing of intervention. In moderate endotoxemia, both therapeutic and whole-course regimens were superior to the preventive regimen. Compared to preventive administration alone, initiating or continuing treatment during the acute insult (therapeutic and whole-course regimens) more effectively preserved early glomerular filtration rate (GFR) trajectories, attenuated the rise in tubular injury markers, and promoted histological repair. Supported by dynamic renal function monitoring, this study demonstrates that DAPA provides significant renoprotection in a preclinical T2DM model of endotoxemia-associated acute kidney injury. This efficacy is closely associated with the timing of intervention, with greater protective effects observed when treatment is initiated during or maintained after the acute endotoxemic challenge. These preclinical findings suggest that intervention timing could be a key determinant of SGLT2 inhibitor efficacy, providing a scientific rationale for evaluating the prompt initiation or continuation of this therapy in diabetic patients presenting with acute sepsis.",https://pubmed.ncbi.nlm.nih.gov/42384126/
